Candidate_ID,Role_Applied,Department,Source,Application_Date,Screening_Date,Interview_Date,Offer_Date,Hire_Date,Final_Status
C01156,Data Scientist,Sales,Naukri,2025-01-15,2025-01-18,2025-01-29,,,Hired
C01157,Product Manager,Tech,Naukri,2024-04-07,2024-04-12,2024-04-21,,,Hired
C01158,HR Manager,Sales,LinkedIn,2025-09-04,2025-09-09,2025-09-14,,,Hired
C01159,Marketing Specialist,Product,Naukri,2023-12-08,2023-12-18,2023-12-24,2023-12-28,,Rejected
C01160,HR Manager,Product,Naukri,2024-06-25,2024-06-30,2024-07-08,2024-07-18,,Rejected
C01161,Software Engineer,Product,Company Website,2023-12-18,2023-12-26,2024-01-02,2024-01-08,,Rejected
C01162,Software Engineer,Tech,Naukri,2024-06-06,2024-06-12,2024-06-16,2024-06-21,2024-07-09,Hired
C01163,Marketing Specialist,Sales,LinkedIn,2024-10-07,2024-10-13,2024-10-25,,,Rejected
C01164,Sales Executive,HR,AngelList,2025-07-18,,,,,Rejected
C01165,Data Scientist,Tech,Company Website,2024-04-16,2024-04-22,2024-05-04,2024-05-09,,Dropped
C01166,Marketing Specialist,Tech,LinkedIn,2025-03-23,2025-04-02,2025-04-03,,,Dropped
C01167,Data Scientist,Tech,LinkedIn,2024-01-07,2024-01-13,2024-01-27,,,Dropped
C01168,Product Manager,Sales,Referral,2024-03-07,2024-03-10,2024-03-20,2024-03-27,,Dropped
C01169,Sales Executive,Tech,LinkedIn,2024-06-01,2024-06-04,2024-06-14,2024-06-19,,Dropped
C01170,Software Engineer,Product,LinkedIn,2025-08-18,2025-08-28,2025-09-07,2025-09-10,2025-09-12,Hired
C01171,Sales Executive,HR,Company Website,2024-12-17,2024-12-26,2024-12-27,2024-12-28,,Dropped
C01172,HR Manager,Sales,Naukri,2025-03-31,2025-04-02,2025-04-14,,,Hired
C01173,Software Engineer,HR,Referral,2025-08-02,2025-08-05,2025-08-17,2025-08-23,2025-08-31,Hired
C01174,Data Scientist,Sales,AngelList,2024-03-02,2024-03-11,2024-03-23,2024-04-02,,Dropped
C01175,Software Engineer,Sales,Referral,2024-10-08,2024-10-15,2024-10-21,,,Dropped
C01176,HR Manager,Sales,Naukri,2024-05-31,2024-06-02,2024-06-14,2024-06-17,,Dropped
C01177,Software Engineer,Sales,Naukri,2025-05-02,,,,,Dropped
C01178,Marketing Specialist,HR,Company Website,2024-02-01,,,,,Dropped
C01179,Data Scientist,Product,Referral,2024-01-11,2024-01-12,2024-01-16,,,Dropped
C01180,HR Manager,HR,AngelList,2024-08-13,2024-08-15,,,,Dropped
C01181,Marketing Specialist,Product,LinkedIn,2024-01-26,2024-02-04,2024-02-12,,,Hired
C01182,Product Manager,Sales,Company Website,2024-04-24,2024-05-01,2024-05-11,2024-05-15,,Rejected
C01183,Sales Executive,Tech,Naukri,2024-11-21,2024-11-30,,,,Rejected
C01184,Marketing Specialist,Sales,Referral,2024-05-31,2024-06-10,,,,Dropped
C01185,Product Manager,Sales,Referral,2025-09-12,,,,,Hired
C01186,HR Manager,Sales,Company Website,2023-10-31,2023-11-07,,,,Hired
C01187,HR Manager,Marketing,LinkedIn,2024-02-26,2024-03-01,,,,Rejected
C01188,HR Manager,Marketing,Referral,2025-09-06,2025-09-11,2025-09-20,2025-09-24,2025-10-08,Hired
C01189,Data Scientist,Product,Naukri,2025-06-01,2025-06-08,,,,Rejected
C01190,HR Manager,Tech,Naukri,2025-05-28,2025-05-29,2025-06-13,,,Hired
C01191,Sales Executive,Marketing,AngelList,2025-08-13,2025-08-22,2025-09-03,,,Hired
C01192,Data Scientist,Product,Referral,2025-03-02,2025-03-03,2025-03-18,2025-03-25,,Rejected
C01193,HR Manager,HR,Referral,2024-07-16,2024-07-24,2024-08-01,,,Rejected
C01194,Data Scientist,Marketing,AngelList,2024-08-18,2024-08-26,2024-09-01,2024-09-07,,Rejected
C01195,Sales Executive,HR,AngelList,2024-06-09,2024-06-10,2024-06-25,2024-06-27,,Dropped
C01196,Sales Executive,HR,AngelList,2023-10-16,2023-10-21,2023-11-03,2023-11-05,,Rejected
C01197,Marketing Specialist,HR,Company Website,2024-10-15,2024-10-16,,,,Hired
C01198,Data Scientist,Marketing,AngelList,2025-07-16,2025-07-26,2025-07-30,,,Dropped
C01199,Software Engineer,HR,Referral,2024-10-21,,,,,Hired
C01200,Product Manager,Product,Naukri,2025-09-05,2025-09-08,,,,Rejected
C01201,HR Manager,Product,Referral,2024-02-03,2024-02-05,2024-02-16,2024-02-18,2024-02-28,Hired
C01202,Product Manager,Product,Naukri,2024-09-08,2024-09-17,2024-09-29,2024-10-07,,Dropped
C01203,Sales Executive,Marketing,Company Website,2023-11-11,,,,,Dropped
C01204,Product Manager,Marketing,LinkedIn,2025-09-05,2025-09-06,2025-09-19,2025-09-20,,Dropped
C01205,Software Engineer,Sales,AngelList,2025-07-30,2025-08-04,2025-08-10,2025-08-12,2025-08-22,Hired
C01206,Product Manager,Tech,Naukri,2024-11-09,2024-11-18,2024-11-21,,,Rejected
C01207,Marketing Specialist,Sales,Company Website,2024-06-06,2024-06-13,2024-06-22,2024-06-27,,Dropped
C01208,Product Manager,HR,LinkedIn,2025-05-02,2025-05-10,2025-05-24,2025-06-01,,Dropped
C01209,Sales Executive,Marketing,Company Website,2025-01-29,2025-02-01,2025-02-02,2025-02-08,2025-02-24,Hired
C01210,Sales Executive,Marketing,Referral,2024-08-05,2024-08-11,,,,Rejected
C01211,Marketing Specialist,HR,Referral,2025-04-20,,,,,Rejected
C01212,HR Manager,Marketing,Company Website,2025-03-14,2025-03-20,2025-03-24,2025-03-26,,Rejected
C01213,Data Scientist,Marketing,Naukri,2025-03-17,2025-03-26,,,,Rejected
C01214,HR Manager,Product,LinkedIn,2024-11-01,2024-11-10,2024-11-12,2024-11-22,,Rejected
C01215,Sales Executive,Tech,Referral,2025-02-04,2025-02-09,2025-02-15,2025-02-22,,Dropped
C01216,HR Manager,Sales,LinkedIn,2025-08-11,2025-08-17,2025-08-19,2025-08-29,2025-09-07,Hired
C01217,Product Manager,HR,Company Website,2025-04-07,2025-04-14,2025-04-19,2025-04-26,2025-05-05,Hired
C01218,Product Manager,Product,Naukri,2024-01-02,2024-01-05,2024-01-15,,,Hired
C01219,Sales Executive,HR,Referral,2024-05-17,2024-05-23,,,,Dropped
C01220,Sales Executive,Sales,LinkedIn,2024-07-26,2024-08-04,2024-08-13,2024-08-18,,Dropped
C01221,HR Manager,Tech,Referral,2024-04-08,2024-04-09,2024-04-18,2024-04-26,2024-05-16,Hired
C01222,HR Manager,Marketing,Naukri,2024-10-04,2024-10-05,,,,Hired
C01223,Product Manager,Sales,LinkedIn,2024-08-01,2024-08-08,2024-08-09,2024-08-19,,Rejected
C01224,Data Scientist,Sales,Referral,2024-04-11,2024-04-15,2024-04-18,2024-04-24,,Dropped
C01225,Marketing Specialist,HR,Naukri,2023-09-27,2023-09-30,2023-10-12,,,Rejected
C01226,Data Scientist,Marketing,Naukri,2025-04-08,2025-04-13,2025-04-21,2025-04-22,,Rejected
C01227,Sales Executive,Marketing,Referral,2025-05-20,2025-05-28,2025-06-09,2025-06-10,,Rejected
C01228,HR Manager,Marketing,Naukri,2024-01-05,2024-01-07,2024-01-11,2024-01-12,,Rejected
C01229,Data Scientist,Product,Company Website,2023-11-04,2023-11-14,2023-11-27,2023-11-29,2023-12-12,Hired
C01230,HR Manager,Sales,Company Website,2025-02-13,2025-02-19,2025-03-05,,,Rejected
C01231,Software Engineer,Sales,Naukri,2024-02-25,2024-02-28,2024-03-11,2024-03-15,,Rejected
C01232,Product Manager,Product,LinkedIn,2023-10-28,2023-11-06,2023-11-14,2023-11-23,,Dropped
C01233,Marketing Specialist,Tech,AngelList,2024-02-28,2024-03-01,2024-03-12,,,Rejected
C01234,HR Manager,Product,Naukri,2025-08-24,2025-08-31,2025-09-09,,,Hired
C01235,Marketing Specialist,Tech,Naukri,2023-12-30,2024-01-07,,,,Hired
C01236,HR Manager,HR,Naukri,2023-10-11,2023-10-18,2023-10-20,2023-10-27,,Dropped
C01237,HR Manager,HR,Company Website,2025-05-13,2025-05-23,2025-05-24,9999-99-99,2025-06-08,Hired
C01238,Marketing Specialist,Sales,Company Website,2024-07-08,2024-07-15,2024-07-21,2024-07-27,2024-08-07,Hired
C01239,Marketing Specialist,Product,Company Website,2024-05-24,2024-05-31,,,,Rejected
C01240,Data Scientist,Product,Naukri,2025-03-06,2025-03-10,2025-03-16,2025-03-20,,Dropped
C01241,HR Manager,Product,Referral,2024-10-06,2024-10-11,2024-10-26,,,Hired
C01242,Software Engineer,Product,Naukri,2024-11-01,2024-11-08,2024-11-10,2024-11-12,,Rejected
C01243,Data Scientist,Marketing,LinkedIn,2025-09-10,2025-09-17,2025-09-25,2025-09-30,,Dropped
C01244,Sales Executive,Marketing,Referral,2024-11-01,2024-11-08,2024-11-17,2024-11-25,,Dropped
C01245,Sales Executive,HR,AngelList,2024-05-06,2024-05-15,2024-05-22,2024-05-24,,Dropped
C01246,Product Manager,Marketing,Company Website,2024-08-23,2024-08-27,,,,Dropped
C01247,Software Engineer,Tech,LinkedIn,2024-07-02,2024-07-03,2024-07-07,2024-07-10,,Dropped
C01248,HR Manager,Product,AngelList,2023-10-29,2023-11-04,2023-11-16,,,Dropped
C01249,Software Engineer,Marketing,Naukri,2023-11-07,2023-11-11,,,,Hired
C01250,Sales Executive,HR,Company Website,2024-04-02,2024-04-10,2024-04-20,2024-04-21,,Rejected
C01251,HR Manager,Marketing,Company Website,2024-06-21,2024-06-28,2024-06-30,2024-07-02,,Dropped
C01252,Software Engineer,Tech,Naukri,2025-02-13,2025-02-22,2025-02-26,2025-02-27,2025-03-16,Hired
C01253,Marketing Specialist,Sales,Naukri,2023-11-09,2023-11-15,2023-11-22,,,Rejected
C01254,Data Scientist,Product,Naukri,2025-07-07,2025-07-10,,,,Hired
C01255,HR Manager,Marketing,AngelList,2025-08-03,2025-08-09,2025-08-13,2025-08-19,2025-09-04,Hired
C01256,Marketing Specialist,Sales,AngelList,2025-08-26,2025-09-02,2025-09-07,,,Rejected
C01257,Data Scientist,Tech,Naukri,2025-01-24,2025-01-29,2025-01-30,2025-01-31,,Dropped
C01258,Software Engineer,HR,Company Website,2025-06-10,2025-06-11,2025-06-23,,,Rejected
C01259,HR Manager,Tech,Company Website,2025-02-15,2025-02-19,2025-02-24,2025-02-27,,Rejected
C01260,Product Manager,Product,Naukri,2025-04-10,2025-04-15,2025-04-22,,,Dropped
C01261,Product Manager,HR,AngelList,2024-07-02,2024-07-05,2024-07-09,2024-07-16,,Rejected
C01262,Sales Executive,Tech,Company Website,2024-09-17,,,,,Hired
C01263,Marketing Specialist,Product,AngelList,2024-04-15,2024-04-18,,,,Hired
C01264,HR Manager,Marketing,AngelList,2024-02-13,2024-02-22,,,,Dropped
C01265,Marketing Specialist,Tech,Referral,2024-04-19,2024-04-29,2024-05-10,2024-05-13,,Dropped
C01266,Software Engineer,HR,LinkedIn,2024-05-17,2024-05-26,2024-06-10,2024-06-12,,Rejected
C01267,Product Manager,HR,Referral,2024-09-20,2024-09-22,2024-09-25,2024-09-27,,Rejected
C01268,Marketing Specialist,Tech,Referral,2024-05-20,2024-05-30,,,,Rejected
C01269,Sales Executive,Marketing,Referral,2024-10-16,2024-10-23,2024-10-30,,,Rejected
C01270,HR Manager,Sales,Naukri,2024-11-18,2024-11-28,2024-12-01,2024-12-05,,Dropped
C01271,Product Manager,HR,Naukri,2023-09-21,2023-09-27,2023-10-02,2023-10-06,,Dropped
C01272,Marketing Specialist,HR,Referral,2025-07-02,2025-07-10,2025-07-22,,,Dropped
C01273,Marketing Specialist,Sales,AngelList,2025-05-10,2025-05-15,2025-05-16,2025-05-24,,Dropped
C01274,HR Manager,Product,Naukri,2025-03-03,2025-03-09,2025-03-13,2025-03-15,2025-03-22,Hired
C01275,Sales Executive,Tech,LinkedIn,2024-11-13,2024-11-18,2024-11-21,2024-11-29,,Dropped
C01276,Software Engineer,Marketing,Company Website,2024-03-22,2024-03-28,2024-04-11,,,Hired
C01277,Sales Executive,Tech,AngelList,2024-12-23,2024-12-24,2025-01-07,2025-01-11,2025-01-13,Hired
C01278,Software Engineer,Sales,AngelList,2025-01-08,2025-01-17,2025-01-18,2025-01-20,,Rejected
C01279,Data Scientist,Product,AngelList,2025-08-18,2025-08-25,2025-08-30,2025-09-09,2025-09-19,Hired
C01280,Marketing Specialist,Tech,Company Website,2023-11-04,2023-11-14,,,,Rejected
C01281,Marketing Specialist,HR,Referral,2025-07-06,2025-07-16,2025-07-20,2025-07-23,2025-07-24,Hired
C01282,Product Manager,Sales,Company Website,2024-05-14,2024-05-16,2024-05-21,2024-05-29,,Dropped
C01283,Data Scientist,Marketing,LinkedIn,2025-05-27,2025-06-01,2025-06-05,2025-06-07,,Rejected
C01284,Marketing Specialist,Marketing,Naukri,2025-02-13,2025-02-19,2025-03-05,2025-03-14,2025-03-20,Hired
C01285,Software Engineer,HR,Referral,2023-09-23,2023-09-30,,,,Rejected
C01286,HR Manager,Tech,Company Website,2025-01-13,2025-01-19,2025-01-31,2025-02-01,,Dropped
C01287,Software Engineer,HR,Company Website,2024-02-28,2024-03-02,2024-03-11,2024-03-21,2024-03-31,Hired
C01288,Marketing Specialist,Product,Referral,2025-06-10,2025-06-15,2025-06-21,2025-06-28,,Rejected
C01289,Marketing Specialist,Marketing,LinkedIn,2024-03-16,2024-03-18,2024-03-22,2024-03-31,2024-04-14,Hired
C01290,Software Engineer,Marketing,Naukri,2025-06-29,2025-07-05,,,,Rejected
C01291,HR Manager,Tech,Company Website,2024-10-01,2024-10-02,2024-10-12,2024-10-18,,Rejected
C01292,Data Scientist,Marketing,Naukri,2023-12-27,2024-01-03,2024-01-12,,,Dropped
C01293,Marketing Specialist,HR,Referral,2024-05-11,2024-05-21,2024-06-02,2024-06-08,,Dropped
C01294,Product Manager,HR,LinkedIn,2025-05-22,2025-06-01,2025-06-08,2025-06-10,2025-06-29,Hired
C01295,Software Engineer,HR,Naukri,2024-02-06,2024-02-08,,,,Dropped
C01296,Software Engineer,Sales,LinkedIn,2024-07-02,2024-07-09,2024-07-18,2024-07-22,,Rejected
C01297,Product Manager,Marketing,AngelList,2025-06-13,2025-06-22,2025-06-23,2025-07-01,,Rejected
C01298,Software Engineer,Marketing,Naukri,2025-03-16,2025-03-19,,,,Rejected
C01299,Product Manager,HR,Company Website,2024-03-14,2024-03-18,2024-03-30,,,Rejected
C01300,Product Manager,Product,Referral,2024-10-03,2024-10-05,2024-10-08,,,Dropped
C01301,Product Manager,Product,Company Website,2024-04-27,2024-05-07,2024-05-21,2024-05-25,2024-06-09,Hired
C01302,HR Manager,Sales,Referral,2024-07-06,2024-07-07,,,,Dropped
C01303,Data Scientist,Product,LinkedIn,2025-03-26,2025-03-31,2025-04-09,,,Rejected
C01304,Data Scientist,HR,Naukri,2024-07-31,2024-08-06,2024-08-07,2024-08-09,2024-08-28,Hired
C01305,Sales Executive,Product,Referral,2024-07-23,2024-07-24,2024-08-04,2024-08-12,,Rejected
C01306,HR Manager,Marketing,AngelList,2025-01-29,2025-02-02,2025-02-10,2025-02-16,2025-02-25,Hired
C01307,Sales Executive,Sales,Naukri,2024-06-09,2024-06-17,2024-06-21,,,Hired
C01308,Marketing Specialist,HR,Company Website,2025-01-27,2025-02-06,,,,Dropped
C01309,Data Scientist,Tech,Company Website,2024-04-02,2024-04-08,2024-04-15,2024-04-24,,Dropped
C01310,Data Scientist,HR,Company Website,2024-07-27,2024-07-31,2024-08-01,2024-08-10,,Dropped
C01311,Data Scientist,Marketing,Naukri,2024-11-16,2024-11-23,2024-11-24,2024-11-30,,Dropped
C01312,Software Engineer,Tech,Naukri,2025-05-26,2025-05-28,,,,Hired
C01313,Sales Executive,Marketing,Naukri,2024-10-01,2024-10-04,2024-10-19,2024-10-25,,Rejected
C01314,HR Manager,Product,LinkedIn,2023-11-20,2023-11-28,2023-12-13,,,Hired
C01315,Sales Executive,HR,LinkedIn,2024-09-20,,,,,Rejected
C01316,Marketing Specialist,Product,Naukri,2024-01-15,2024-01-16,2024-01-30,,,Rejected
C01317,Data Scientist,Sales,AngelList,2025-05-27,2025-05-29,2025-06-08,2025-06-09,,Dropped
C01318,HR Manager,Product,Referral,2025-04-10,,,,,Hired
C01319,Sales Executive,Marketing,LinkedIn,2024-05-14,,,,,Hired
C01320,Data Scientist,Marketing,Company Website,2025-06-13,2025-06-14,2025-06-29,,,Rejected
C01321,Data Scientist,Marketing,Naukri,2025-02-14,2025-02-23,2025-02-28,2025-03-04,,Dropped
C01322,HR Manager,Product,Naukri,2024-12-12,2024-12-20,2025-01-03,2025-01-13,,Rejected
C01323,Marketing Specialist,Tech,LinkedIn,2024-07-01,2024-07-11,2024-07-12,2024-07-17,,Rejected
C01324,Product Manager,Tech,LinkedIn,2024-09-01,2024-09-03,2024-09-09,2024-09-16,,Dropped
C01325,HR Manager,Sales,AngelList,2025-07-15,2025-07-24,2025-07-26,,,Hired
C01326,Product Manager,Marketing,Company Website,2025-06-03,,,,,Hired
C01327,Marketing Specialist,Sales,Referral,2023-11-08,2023-11-17,2023-11-28,2023-12-01,,Dropped
C01328,Software Engineer,Sales,Company Website,2024-03-14,2024-03-16,,,,Rejected
C01329,HR Manager,Marketing,Referral,2024-03-03,2024-03-13,2024-03-17,2024-03-27,,Dropped
C01330,Product Manager,Product,Company Website,2025-05-14,2025-05-15,2025-05-18,2025-05-23,,Rejected
C01331,Marketing Specialist,HR,Company Website,2024-12-16,,,,,Rejected
C01332,Sales Executive,Marketing,Company Website,2024-03-09,2024-03-19,2024-03-29,2024-04-08,,Rejected
C01333,Data Scientist,HR,Company Website,2023-09-29,,,,,Dropped
C01334,Software Engineer,HR,Referral,2023-12-31,2024-01-03,2024-01-12,2024-01-19,,Rejected
C01335,HR Manager,Product,AngelList,2024-10-16,2024-10-23,2024-10-24,2024-10-31,,Dropped
C01336,Product Manager,Marketing,Naukri,2025-02-20,2025-03-01,2025-03-07,2025-03-09,2025-03-16,Hired
C01337,Sales Executive,Marketing,AngelList,2024-11-27,2024-12-02,,,,Hired
C01338,Product Manager,Marketing,Company Website,2023-10-15,2023-10-25,2023-11-02,2023-11-11,2023-11-26,Hired
C01339,Marketing Specialist,HR,AngelList,2024-09-09,2024-09-13,,,,Hired
C01340,HR Manager,Product,Naukri,2025-08-12,,,,,Hired
C01341,Marketing Specialist,Tech,Naukri,2024-07-01,2024-07-05,,,,Dropped
C01342,Product Manager,Marketing,Company Website,2024-05-17,2024-05-21,2024-06-04,2024-06-12,,Rejected
C01343,HR Manager,Tech,Referral,2023-10-03,2023-10-06,2023-10-13,,,Hired
C01344,Product Manager,HR,LinkedIn,2024-12-15,2024-12-16,2024-12-22,2024-12-31,2025-01-03,Hired
C01345,Data Scientist,HR,LinkedIn,2024-01-04,2024-01-06,2024-01-20,2024-01-22,,Rejected
C01346,HR Manager,Sales,Naukri,2025-06-14,2025-06-23,2025-06-29,2025-07-07,2025-07-20,Hired
C01347,HR Manager,Product,LinkedIn,2023-10-14,2023-10-22,,,,Rejected
C01348,Software Engineer,Sales,AngelList,2024-01-01,2024-01-10,2024-01-13,2024-01-17,,Rejected
C01349,Data Scientist,Tech,AngelList,2024-06-20,,,,,Rejected
C01350,HR Manager,HR,Naukri,2025-03-19,2025-03-27,2025-04-04,,,Dropped
C01351,Sales Executive,Marketing,Referral,2025-05-02,2025-05-12,2025-05-15,,,Dropped
C01352,Product Manager,Marketing,LinkedIn,2024-07-12,2024-07-16,2024-07-23,2024-08-01,,Dropped
C01353,Sales Executive,Product,Company Website,2024-05-13,2024-05-23,2024-05-26,,,Hired
C01354,Product Manager,Tech,Company Website,2024-12-07,2024-12-10,2024-12-16,2024-12-24,,Rejected
C01355,Marketing Specialist,Sales,AngelList,2024-06-25,,,,,Rejected
C01356,Product Manager,Tech,LinkedIn,2024-05-26,2024-05-31,2024-06-07,2024-06-12,2024-06-24,Hired
C01357,Software Engineer,Tech,Referral,2023-09-14,,,,,Dropped
C01358,Marketing Specialist,Product,LinkedIn,2025-07-10,2025-07-16,2025-07-22,2025-07-28,,Rejected
C01359,HR Manager,Sales,AngelList,2024-11-24,2024-11-29,2024-12-04,2024-12-13,,Dropped
C01360,Product Manager,Marketing,Naukri,2024-10-14,2024-10-20,,,,Dropped
C01361,Software Engineer,Marketing,Naukri,2024-04-25,2024-05-05,2024-05-06,2024-05-15,2024-05-27,Hired
C01362,Sales Executive,HR,Company Website,2025-06-25,2025-06-27,2025-07-03,2025-07-11,2025-07-19,Hired
C01363,Marketing Specialist,Sales,LinkedIn,2025-05-23,2025-06-01,2025-06-03,2025-06-10,,Rejected
C01364,Marketing Specialist,HR,LinkedIn,2024-12-18,2024-12-25,2024-12-26,2024-12-27,2025-01-10,Hired
C01365,Software Engineer,Product,Naukri,2025-06-13,2025-06-22,,,,Dropped
C01366,Sales Executive,Tech,Company Website,2025-08-24,2025-08-28,2025-09-01,2025-09-11,,Rejected
C01367,Marketing Specialist,Marketing,Naukri,2024-10-16,2024-10-23,2024-10-24,,,Rejected
C01368,HR Manager,Tech,Company Website,2024-01-15,2024-01-24,2024-01-25,,,Rejected
C01369,Product Manager,Tech,AngelList,2024-06-01,2024-06-07,2024-06-19,,,Hired
C01370,Data Scientist,Marketing,LinkedIn,2025-06-30,2025-07-09,2025-07-13,2025-07-19,2025-07-24,Hired
C01371,Sales Executive,Marketing,LinkedIn,2024-12-05,2024-12-11,2024-12-17,,,Hired
C01372,Product Manager,Sales,AngelList,2024-12-27,2025-01-02,2025-01-16,2025-01-19,,Dropped
C01373,Data Scientist,Marketing,Naukri,2025-06-20,2025-06-29,2025-07-13,2025-07-16,,Rejected
C01374,Marketing Specialist,HR,Referral,2024-08-31,2024-09-03,2024-09-10,,,Hired
C01375,Data Scientist,Marketing,AngelList,2023-11-09,2023-11-16,2023-11-28,2023-12-07,2023-12-20,Hired
C01376,Sales Executive,Tech,Company Website,2023-12-03,2023-12-11,2023-12-16,2023-12-19,,Dropped
C01377,Product Manager,Tech,Naukri,2024-11-20,2024-11-24,2024-11-25,,,Dropped
C01378,Marketing Specialist,Sales,LinkedIn,2025-08-09,2025-08-14,2025-08-27,2025-08-30,,Rejected
C01379,Marketing Specialist,Tech,Company Website,2025-05-15,2025-05-17,2025-05-31,,,Hired
C01380,Marketing Specialist,HR,Naukri,2025-03-15,2025-03-25,,,,Dropped
C01381,Marketing Specialist,Sales,LinkedIn,2025-03-17,2025-03-22,,,,Hired
C01382,Data Scientist,Marketing,Company Website,2025-02-25,2025-02-28,2025-03-12,,,Dropped
C01383,Marketing Specialist,Marketing,Referral,2025-07-20,2025-07-21,2025-08-03,2025-08-10,,Rejected
C01384,Software Engineer,Marketing,Referral,2025-07-08,2025-07-12,2025-07-17,2025-07-19,2025-08-05,Hired
C01385,Marketing Specialist,Tech,LinkedIn,2024-08-03,2024-08-09,2024-08-11,2024-08-21,,Dropped
C01386,Marketing Specialist,Tech,Naukri,2024-12-16,2024-12-25,2025-01-09,2025-01-13,,Dropped
C01387,Software Engineer,Product,Company Website,2024-08-19,,,,,Hired
C01388,Product Manager,HR,Referral,2025-05-08,2025-05-09,2025-05-15,2025-05-16,,Rejected
C01389,HR Manager,Marketing,LinkedIn,2024-05-20,2024-05-23,2024-05-30,2024-06-05,,Rejected
C01390,Software Engineer,HR,Company Website,2025-07-23,2025-08-02,,,,Rejected
C01391,Sales Executive,Marketing,LinkedIn,2023-12-11,2023-12-21,2023-12-30,2024-01-05,,Rejected
C01392,Product Manager,Sales,Naukri,2024-07-30,2024-08-06,2024-08-15,2024-08-22,,Dropped
C01393,Marketing Specialist,HR,Referral,2025-06-16,2025-06-18,,,,Hired
C01394,Data Scientist,HR,LinkedIn,2024-06-14,2024-06-20,,,,Hired
C01395,Software Engineer,Tech,Naukri,2025-05-21,2025-05-30,2025-06-08,2025-06-13,,Dropped
C01396,Product Manager,Product,Naukri,2025-08-03,2025-08-07,2025-08-14,,,Rejected
C01397,Product Manager,Tech,LinkedIn,2025-02-01,2025-02-10,,,,Hired
C01398,Marketing Specialist,HR,Naukri,2023-12-22,,,,,Rejected
